,Unnamed: 0,compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD,band_g
6417,6417,TaTe4,103,<i>P</i>4<i>cc</i>,SM,ESFD,Point,[],"[25770, 62050, 652910]",
6418,6418,TaTe4,124,<i>P</i>4/<i>mcc</i>,SM,ESFD,Point,[],[62049],0.0
6419,6419,TaZn2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 3}]",[652937],0.0
6420,6420,TaZn2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[652936],0.0
6421,6421,Ta2Te3,12,<i>C</i>2/<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[41047],0.0
6422,6422,TbTc2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 2}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 2}]",[652949],0.0
6423,6423,TbTe,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43606, 52436, 106127, 652954, 652956]",0.0
6424,6424,TbTe2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[652955],0.0
6425,6425,TbTe3,63,<i>Cmcm</i>,SM,ESFD,Point,[],[652952],0.0
6426,6426,TbTl,221,<i>Pm</i>-3<i>m</i>,SM,ES,Line,[],[106129],0.0
6427,6427,TbTl3,221,<i>Pm</i>-3<i>m</i>,SM,ES,Line,[],"[106130, 106131, 652975]",0.0
6428,6428,TbZn,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106134, 106135, 196536, 652989, 652990, 653003, 653004, 653005, 653006]",0.0
6429,6429,TbZn2,74,<i>Imma</i>,SM,ESFD,Point,[],"[106137, 106138, 652997]",0.0
6430,6430,Tb2Tl,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[106132],0.0
6431,6431,Tb5Tl3,140,<i>I</i>4/<i>mcm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]",[652979],
6432,6432,Tb5Tl3,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ES,Line,[],"[106133, 652977]",0.0
6433,6433,TcTi,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106142, 653020]",
6434,6434,Tc2Th,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[653017],
6435,6435,Tc2Tm,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 5}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 5}]",[653023],
6436,6436,Tc2Zr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[653041],
6437,6437,TeTh,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[33586, 106140, 196744, 653061, 653065]",
6438,6438,TeTi,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[52503, 104194, 653072, 653080, 653081]",
6439,6439,TeTl,140,<i>I</i>4/<i>mcm</i>,SM,ES,Line,[],"[52050, 69027, 70061, 90895, 90896, 90897, 90898, 90899, 653092]",
6440,6440,TeTm,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[52505],
6441,6441,TeTm,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[43649, 52506, 106151, 653100, 653107, 653109, 653110, 653115, 653117, 658027]",
6442,6442,TeTm,99,<i>P</i>4<i>mm</i>,SM,ESFD,Point,[],[107010],
6443,6443,TeYb,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[33674, 52511, 106154, 653185, 653186, 653187, 656517]",
6444,6444,TeZn,144,<i>P</i>3<sub>1</sub>,trivial,LCEBR,None,[],[80076],
6445,6445,TeZn,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],[80075],
6446,6446,TeZn,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[31843, 43713, 52513, 77072, 77073, 77074, 77075, 104196, 185141, 603959, 653193, 653194, 653195, 653196, 653198, 653199, 653205]",
6447,6447,TeZn,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[31840, 52512, 653197]",
6448,6448,TeZn,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[78310],
6449,6449,TeZr,187,<i>P</i>-6<i>m</i>2,SM,ES,Line,[],"[410867, 653209, 653218, 657484]",
6450,6450,TeZr,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],"[52514, 104197, 653214, 653230, 657483]",
6451,6451,TeZr,62,<i>Pnma</i>,trivial,LCEBR,None,[],[280620],
6452,6452,TeZr3,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[653216],
6453,6453,TeZr3,82,<i>I</i>-4,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]","[51048, 81539]",
6454,6454,Te2Ti,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],"[15543, 26863, 30051, 56011, 80092, 603791, 653071, 653074, 653078, 653079, 657477]",
6455,6455,Te2Tm,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[653106],
6456,6456,Te2Yb,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[653189],
6457,6457,Te2Zr,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[196804, 653213, 657478]",
6458,6458,Te3Th,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[427671],
6459,6459,Te3Tl2,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[410895],
6460,6460,Te3Tl2,9,<i>Cc</i>,trivial,LCEBR,None,[],[26282],
6461,6461,Te3Tl5,140,<i>I</i>4/<i>mcm</i>,SM,ESFD,Point,[],"[26281, 40260, 69881, 653090]",
6462,6462,Te3Tl5,82,<i>I</i>-4,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]","[42674, 660244]",
6463,6463,Te3Tl5,87,<i>I</i>4/<i>m</i>,trivial,LCEBR,None,[],[69028],
6464,6464,Te3Tm,63,<i>Cmcm</i>,SM,ESFD,Point,[],[653102],
6465,6465,Te3Zr,11,<i>P</i>2<sub>1</sub>/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}]",[42076],
6466,6466,Te3Zr,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],"[51004, 71033, 653211]",
6467,6467,Te4Ti3,12,<i>C</i>2/<i>m</i>,TI,SEBR,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[43412, 653076]",
6468,6468,Te4Ti5,87,<i>I</i>4/<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 1}]","[15451, 653086, 657485]",
6469,6469,Te4Zr5,87,<i>I</i>4/<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 1}]","[51047, 409337, 602293, 653210]",
6470,6470,Te5Zr,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[85506, 85507, 602282, 653212, 653228, 657473]",
6471,6471,Te6Zr5,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[411202],
6472,6472,ThTl,57,<i>Pbcm</i>,SM,ES,Plane,[],[106158],0.0
6473,6473,ThTl3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106159, 106160, 653246]",0.0
6474,6474,ThZn2,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],"[15445, 106166]",0.0
6475,6475,ThZn4,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[106167, 653263]",0.0
6476,6476,Th2Tl,140,<i>I</i>4/<i>mcm</i>,SM,ESFD,Point,[],[653245],0.0
6477,6477,Th2Zn,140,<i>I</i>4/<i>mcm</i>,SM,ES,Line,[],"[102811, 653254]",0.0
6478,6478,Th3Tl5,63,<i>Cmcm</i>,SM,ESFD,Point,[],[653244],
6479,6479,TiZn2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[106184],0.0
6480,6480,TiZn3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106185, 653303]",0.0
6481,6481,TlTm,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106191, 106192, 653326]",
6482,6482,TlYb,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[106197],
6483,6483,Tl3Tm,221,<i>Pm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 5, 'name': 'z4mpi', 'htmlName': 'Z<sub>4&pi;</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 1}]","[106193, 653325]",
6484,6484,Tl3Yb,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[106199],
6485,6485,TmZn,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106203, 653355, 653366]",0.0
6486,6486,TmZn2,74,<i>Imma</i>,SM,ESFD,Point,[],"[653350, 653363]",0.0
6487,6487,TmZn3,62,<i>Pnma</i>,SM,ES,Plane,[],[653351],0.0
6488,6488,U2Zn17,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[104248, 106207, 106208, 653384]",0.0
6489,6489,YZn12,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[106229, 653459]",0.0
6490,6490,Y2Zn17,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[104239, 653467]",0.0
6491,6491,Y3Zn11,71,<i>Immm</i>,SM,ESFD,Point,[],[653456],0.0
6492,6492,YbZn,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],"[104206, 106232, 653485, 653498]",0.0
6493,6493,YbZn2,74,<i>Imma</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[653489],0.0
6494,6494,ZnZr,221,<i>Pm</i>-3<i>m</i>,SM,ES,Line,[],"[106235, 653515]",
6495,6495,ZnZr2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 2}]",[653511],
6496,6496,Zn2Zr,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],"[106236, 106237, 653507, 653508, 653510, 653517, 653523]",
6497,6497,AgBe12,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[109313],
6498,6498,Al10Ba7,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[420092],
6499,6499,Al10Mn3,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[57974],
6500,6500,Al11La3,71,<i>Immm</i>,trivial,LCEBR,None,[],"[57937, 608281]",
6501,6501,Al11Mn4,2,<i>P</i>-1,SM,ESFD,Point,[],[10509],
6502,6502,Al11Pr3,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[609079],
6503,6503,Al12Mo,204,<i>Im</i>-3,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[58003, 608577, 608582]",0.0
6504,6504,Al12Re,204,<i>Im</i>-3,SM,ESFD,Point,[],"[58150, 109107]",0.0
6505,6505,Al12Tc,204,<i>Im</i>-3,SM,ESFD,Point,[],[609479],0.0
6506,6506,Al13Os4,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[58110],0.0
6507,6507,Al5Re24,217,<i>I</i>-43<i>m</i>,SM,ESFD,Point,[],[609200],0.0
6508,6508,Al7Te10,155,<i>R</i>32,trivial,LCEBR,None,[],[62659],1.3757000000000001
6509,6509,As14Ba3,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[1404],
6510,6510,As5Fe12,146,<i>R</i>3,SM,ESFD,Point,[],[38073],
6511,6511,AuBe12,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[109312],
6512,6512,Au10In3,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ESFD,Point,[],[58495],
6513,6513,BF4K,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[9875, 21081, 22260]",
6514,6514,BK3P2,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[300104],
6515,6515,BK3S3,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[411607],
6516,6516,BNU,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[71067, 656225]",
6517,6517,BO3V,167,<i>R</i>-3<i>c</i>,SM,ES,Line,[],"[45060, 419132]",
6518,6518,BO4P,152,<i>P</i>3<sub>1</sub>21,trivial,LCEBR,None,[],[413435],
6519,6519,BO4P,82,<i>I</i>-4,trivial,LCEBR,None,[],"[26890, 55082, 55083, 150371, 150372, 150373, 150374, 150375, 150376, 150377, 150378, 150379, 150380, 413437]",
6520,6520,BPS4,23,<i>I</i>222,trivial,LCEBR,None,[],[24618],2.2733
6521,6521,B2K2S7,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[401097],
6522,6522,B2O6U,5,<i>C</i>2,trivial,LCEBR,None,[],[248127],
6523,6523,B2O9S2,5,<i>C</i>2,trivial,LCEBR,None,[],[426544],
6524,6524,B3K3O6,167,<i>R</i>-3<i>c</i>,trivial,LCEBR,None,[],[16005],
6525,6525,B3K3S6,167,<i>R</i>-3<i>c</i>,trivial,LCEBR,None,[],[79614],
6526,6526,B4UV,55,<i>Pbam</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[615644, 615646]",
6527,6527,B4UW,55,<i>Pbam</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[615649],
