compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD
In1 Mn1 O3,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 2}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 8}]","[67671, 252954]"
In1 Mo1 S2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[603787]
In1 Mo6 S8,148,<i>R</i>-3,SM,ESFD,Point,[],"[639988, 639995, 639996, 639998]"
In1 Mo6 S8,2,<i>P</i>-1,SM,ESFD,Point,[],[639993]
In1 N1 Nd3,221,<i>Pm</i>-3<i>m</i>,SM,ES,Line,[],"[53101, 98496]"
In1 N1 Ni3,221,<i>Pm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 5, 'name': 'z4mpi', 'htmlName': 'Z<sub>4&pi;</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[247065]
In1 N1 Sc3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[98499]
In1 N1 Tb3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[98498]
In1 N1 Ti2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 5}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 11}]",[640030]
In1 N1 Ti3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[42929]
In1 N1 Tm3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[98507]
In1 N1 Zr2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 5}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 11}]",[640031]
In1 Na1 O2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[34600]
In1 Na1 S2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],"[25557, 640036, 640037]"
In1 Na5 O4,59,<i>Pmmn</i>,trivial,LCEBR,None,[],[69630]
In1 Na5 S4,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[300175]
In1 Nb1 O4,13,<i>P</i>2/<i>c</i>,trivial,LCEBR,None,[],[100695]
In1 Nb1 S2,187,<i>P</i>-6<i>m</i>2,TI,NLC,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 2}]",[74702]
In1 Nb1 S2,187,<i>P</i>-6<i>m</i>2,SM,ES,Line,[],[640054]
In1 Ni1 Y1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[59455]
In1 Ni2 U1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[106862]
In1 Ni2 U2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[106863, 246629]"
In1 Ni2 Y2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[167638, 640170]"
In1 Ni2 Y2,65,<i>Cmmm</i>,SM,ESFD,Point,[],"[59456, 640169]"
In1 Ni4 U1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[59454, 640166, 658029]"
In1 O1 Pr3,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[240907]
In1 O3 Rh1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[237351]
In1 O4 Ta1,13,<i>P</i>2/<i>c</i>,trivial,LCEBR,None,[],[72569]
In1 P1 Pd5,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],[640193]
In1 P1 Pt5,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],[640194]
In1 Pd1 Y1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[640260]
In1 Pd2 U2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[106867]
In1 Pd2 Y1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[59484]
In1 Pd2 Y2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[658303]
In1 Pt1 Y1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[59504, 415509]"
In1 Pt2 U1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[640317]
In1 Pt2 U2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[602812]
In1 Pt2 U2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],"[130037, 130038, 130039]"
In1 Pt2 Y1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 3}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 3}]",[59505]
In1 Rb1 S2,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],"[415086, 415554]"
In1 Rh1 U1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[640340]
In1 Rh1 Y1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[59517]
In1 Rh2 U2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[106868]
In1 S2 Ta1,187,<i>P</i>-6<i>m</i>2,TI,NLC,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 2}]",[74703]
In1 S2 Ta1,187,<i>P</i>-6<i>m</i>2,SM,ES,Plane,[],[640378]
In1 S2 Ta1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[640379]
In1 S2 Tl1,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],"[600748, 640386, 656428]"
In1 S2 Tl1,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],"[600863, 640384, 640387]"
In1 S2 Tl1,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[108557]
In1 S2 Tl1,187,<i>P</i>-6<i>m</i>2,trivial,LCEBR,None,[],[640393]
In1 S2 Tl1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],"[25355, 42419]"
In1 S3 Sb1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[300207]
In2 Mg1 S4,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],"[53096, 639944]"
In2 Mn1 S4,227,<i>Fd</i>-3<i>m</i>,SM,ESFD,Point,[],[639973]
In2 Mn2 O7,227,<i>Fd</i>-3<i>m</i>,SM,ES,Line,[],[56517]
In2 N1 Sr4,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ESFD,Point,[],[62536]
In2 Ni1 S4,227,<i>Fd</i>-3<i>m</i>,SM,ESFD,Point,[],[640128]
In2 Ni1 Y1,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[59457, 413459]"
In2 Ni3 S2,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[640134]
In2 Ni9 Y1,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[59458, 192651]"
In2 O12 S3,148,<i>R</i>-3,trivial,LCEBR,None,[],[79303]
In2 O5 Sr2,46,<i>Ima</i>2,trivial,LCEBR,None,[],[22029]
In2 O5 Ti1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[74316]
In2 O7 Si2,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],"[74897, 409452]"
In2 O7 Si2,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],[1458]
In2 P2 Sr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[260563]
In2 P4 Sr3,58,<i>Pnnm</i>,trivial,LCEBR,None,[],[61335]
In2 Rb6 S6,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[23252]
In2 Rh3 S2,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],"[5439, 420726, 640339]"
In2 S4 Yb1,66,<i>Cccm</i>,trivial,LCEBR,None,[],[640404]
In2 S4 Zn1,160,<i>R</i>3<i>m</i>,SM,ES,Line,[],"[15636, 16974, 42667, 603024]"
In2 S4 Zn1,160,<i>R</i>3<i>m</i>,trivial,LCEBR,None,[],[640407]
In2 S4 Zn1,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]","[42668, 660273]"
In2 S4 Zn1,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],"[15637, 81811]"
In2 S5 Zn2,160,<i>R</i>3<i>m</i>,trivial,LCEBR,None,[],[42666]
In2 S5 Zn2,186,<i>P</i>6<sub>3</sub><i>mc</i>,trivial,LCEBR,None,[],[42443]
In2 S6 Zn3,156,<i>P</i>3<i>m</i>1,trivial,LCEBR,None,[],[68645]
In2 S7 Sn3,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[68366]
In3 Rb1 S5,10,<i>P</i>2/<i>m</i>,trivial,LCEBR,None,[],[59667]
In3 S5 Tl1,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[402124]
In4 O7 Rb2,162,<i>P</i>-31<i>m</i>,trivial,LCEBR,None,[],[6321]
In4 Pd2 Y5,55,<i>Pbam</i>,SM,ESFD,Point,[],[165133]
In5 Rb1 S8,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],"[40876, 40877]"
In5 Rh1 U1,123,<i>P</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 5, 'name': 'z4mpi', 'htmlName': 'Z<sub>4&pi;</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]",[193701]
In5 S6 Tl1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[56388]
In5 S7 Tl1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[402125]
In7 K2 Sr1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[165188]
In8 Rh1 U2,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[193700]
In9 K1 Ni2,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[260252]
Ir1 La1 P1,109,<i>I</i>4<sub>1</sub><i>md</i>,SM,ESFD,Point,[],"[193889, 414514]"
Ir1 Li8 O6,148,<i>R</i>-3,SM,ESFD,Point,[],[61217]
Ir1 Mn3 N1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[44659]
Ir1 Na1 O3,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[261371]
Ir1 Na2 O3,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[187130]
Ir1 Na4 O4,87,<i>I</i>4/<i>m</i>,SM,ESFD,Point,[],[67826]
Ir1 Nd1 P1,109,<i>I</i>4<sub>1</sub><i>md</i>,trivial,LCEBR,None,[],[414517]
Ir1 O3 Sr1,62,<i>Pnma</i>,SM,ES,Plane,[],[196446]
Ir1 O4 Sr2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[45974, 195953]"
Ir1 O4 Sr2,142,<i>I</i>4<sub>1</sub>/<i>acd</i>,SM,ESFD,Point,[],"[41611, 41614, 78260, 78261, 78262, 90741, 193883, 195952]"
Ir1 P1 Pr1,109,<i>I</i>4<sub>1</sub><i>md</i>,SM,ESFD,Point,[],[414516]
Ir1 P1 Sc1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[422403]
Ir1 P1 Se1,198,<i>P</i>2<sub>1</sub>3,trivial,LCEBR,None,[],[640901]
Ir1 P1 Sr1,198,<i>P</i>2<sub>1</sub>3,SM,ESFD,Point,[],[155712]
Ir1 P1 Te1,61,<i>Pbca</i>,trivial,LCEBR,None,[],[601289]
Ir1 Pt4 U1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[640921]
Ir1 S1 Sb1,198,<i>P</i>2<sub>1</sub>3,trivial,LCEBR,None,[],"[41400, 640952]"
Ir1 S1 Sb1,29,<i>Pca</i>2<sub>1</sub>,trivial,LCEBR,None,[],[74630]
Ir1 Sb1 Y1,62,<i>Pnma</i>,SM,ES,Plane,[],[432293]
Ir1 Si1 U1,62,<i>Pnma</i>,SM,ES,Plane,[],[50085]
Ir1 Si1 Y1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[427253, 641028]"
Ir1 Si3 U1,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[641022]
Ir1 Si3 Y1,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],[641038]
Ir1 Sn1 U1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[641059]
Ir1 Sn1 Y1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[427252]
Ir2 Nd2 O7,227,<i>Fd</i>-3<i>m</i>,SM,ES,Line,[],[239644]
Ir2 O7 Pb2,227,<i>Fd</i>-3<i>m</i>,trivial,LCEBR,None,[],"[252126, 252127]"
Ir2 O7 Pr2,227,<i>Fd</i>-3<i>m</i>,SM,ES,Line,[],"[156436, 239646]"
Ir2 P2 Sr1,154,<i>P</i>3<sub>2</sub>21,trivial,LCEBR,None,[],[73531]
Ir2 S3 Sn3,200,<i>Pm</i>-3,SM,ESFD,Point,[],[640953]
Ir2 Si2 U1,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[62716, 604000]"
Ir2 Si2 U1,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],"[89097, 641021, 641026]"
Ir2 Si2 U1,139,<i>I</i>4/<i>mmm</i>,trivial,LCEBR,None,[],[44666]
Ir2 Si2 Y1,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[44668, 188325, 641031, 641036]"
Ir2 Si2 Y1,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[44667, 600299, 641030]"
Ir2 Sn1 U2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],[130051]
Ir3 Sb4 U3,220,<i>I</i>-43<i>d</i>,SM,ESFD,Point,[],[640968]
Ir3 Si5 Y2,72,<i>Ibam</i>,SM,ESFD,Point,[],[641029]
K1 La1 Te2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[98654]
K1 Li1 Se1,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],[67277]
K1 Li1 Te1,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],"[67275, 67887]"
K1 Mg1 Sb1,129,<i>P</i>4/<i>nmm</i>,trivial,LCEBR,None,[],[41709]
K1 Mn1 Sb1,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[89590, 89591, 602269]"
K1 Mn1 Te2,119,<i>I</i>-4<i>m</i>2,trivial,LCEBR,None,[],[87983]
K1 Mo3 Se3,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ESFD,Point,[],"[603628, 604517, 641256]"
K1 Mo3 Te3,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ESFD,Point,[],"[603671, 604500]"
K1 Na1 Se1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[67278]
K1 Na1 Te1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[67276]
K1 Na2 Sb1,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[44332]
K1 Nb1 Se2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[26288]
K1 Nd1 Te4,125,<i>P</i>4/<i>nbm</i>,SM,ESFD,Point,[],[412792]
K1 Np2 Se6,71,<i>Immm</i>,SM,ESFD,Point,[],[260962]
K1 Pr1 Te2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],"[98655, 413328]"
K1 Pr1 Te4,125,<i>P</i>4/<i>nbm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]",[391204]
K1 Sb1 Se2,1,<i>P</i>1,trivial,LCEBR,None,[],"[44678, 660008]"
K1 Sb1 Se2,2,<i>P</i>-1,trivial,LCEBR,None,[],[100125]
K1 Sb1 Sn1,186,<i>P</i>6<sub>3</sub><i>mc</i>,trivial,LCEBR,None,[],"[33933, 40816]"
K1 Sb1 Zn1,187,<i>P</i>-6<i>m</i>2,trivial,LCEBR,None,[],[44680]
K1 Se2 Yb1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[409679]
K1 Se6 Th2,71,<i>Immm</i>,SM,ESFD,Point,[],[85811]
K1 Se8 Ti5,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[602313]
K2 Mg5 Sn3,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]",[421342]
K2 Mn1 Se2,72,<i>Ibam</i>,SM,ESFD,Point,[],[65456]
K2 Mn1 Te2,72,<i>Ibam</i>,SM,ESFD,Point,[],[65459]
K2 O11 Sb4,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[2061]
K2 O11 Ta4,167,<i>R</i>-3<i>c</i>,trivial,LCEBR,None,[],[425506]
K2 O13 Ti6,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[25712]
K2 O16 Ru8,87,<i>I</i>4/<i>m</i>,SM,ESFD,Point,[],[61378]
K2 Pd1 Se2,71,<i>Immm</i>,trivial,LCEBR,None,[],[641298]
K2 Pd1 Te2,71,<i>Immm</i>,trivial,LCEBR,None,[],[641302]
K2 Pt1 Se2,71,<i>Immm</i>,trivial,LCEBR,None,[],[40430]
K2 Pt1 Te2,71,<i>Immm</i>,trivial,LCEBR,None,[],[40432]
K2 Pt4 Se6,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[69438]
K2 Sb4 Se8,2,<i>P</i>-1,trivial,LCEBR,None,[],[402886]
K2 Se3 Te1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[63012]
K2 Sn1 Te5,108,<i>I</i>4<i>cm</i>,trivial,LCEBR,None,[],[36215]
K2 Te2 Zn1,72,<i>Ibam</i>,trivial,LCEBR,None,[],[420088]
K2 Te3 Zr1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[410734]
K3 Li1 Si4,62,<i>Pnma</i>,trivial,LCEBR,None,[],[61215]
K3 Na1 Si4,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[431197]
K3 Nb1 Se4,62,<i>Pnma</i>,trivial,LCEBR,None,[],[73327]
K3 Sb1 Se4,161,<i>R</i>3<i>c</i>,trivial,LCEBR,None,[],[65142]
K4 O12 Xe3,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[253443]
K4 O12 Zr5,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[14024]
K4 Se6 Sn2,2,<i>P</i>-1,trivial,LCEBR,None,[],[300234]
K4 Sn2 Te6,64,<i>Cmce</i>,trivial,LCEBR,None,[],[409483]
K6 Se6 Sn2,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[410863]
K6 Si2 Te6,12,<i>C</i>2/<i>m</i>,trivial,LCEBR,None,[],[1238]
K6 Sn2 Te6,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[10109]
La1 Li1 O2,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[239278]
La1 Li3 P2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[49627]
La1 Lu1 O3,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[51449, 242163]"
La1 Lu3 S6,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[641394]
La1 Mn1 O3,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[54919, 162003]"
La1 Mn1 O3,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],"[150258, 150259]"
La1 Mn1 O3,167,<i>R</i>-3<i>c</i>,trivial,LCEBR,None,[],"[55953, 55965, 55966, 55968, 55969, 55970, 55971, 90355, 96038, 154049, 155545, 161927, 162001, 180179, 188402]"
La1 Mn1 O3,221,<i>Pm</i>-3<i>m</i>,trivial,LCEBR,None,[],[29119]
La1 Mn1 O3,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[50334, 50335, 50336, 51653, 56616, 82228, 88388, 90424, 162002, 252946]"
La1 Mn2 O5,55,<i>Pbam</i>,trivial,LCEBR,None,[],[84668]
La1 Mo6 S8,148,<i>R</i>-3,SM,ESFD,Point,[],"[600655, 603455, 641455, 641457, 641458]"
La1 Nb1 O4,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],"[10123, 20406, 61012, 61013, 61014, 73390, 81616, 81617, 100835, 173632, 262599, 430884, 430885, 430886, 430887, 430888, 430889, 430890, 430891, 430892, 430893, 430894, 430895, 430896, 430897]"
La1 Nb1 O4,88,<i>I</i>4<sub>1</sub>/<i>a</i>,trivial,LCEBR,None,[],"[37138, 37139, 81618, 239201, 239202, 239203, 239204, 239205, 239206, 430898, 430899, 430900, 430901, 430902, 430903, 430904, 430905]"
La1 Ni1 O2,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[47123, 153058]"
La1 Ni1 P1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[641552]
La1 Ni2 P2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[247661, 247662]"
La1 Ni5 P3,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[38311]
La1 O2 Rb1,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[27331]
La1 O3 Pd1,62,<i>Pnma</i>,SM,ES,Plane,[],[93099]
La1 O3 Rh1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[172347]
La1 O3 Sc1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[99538, 237284, 242159]"
La1 O3 Ti1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[28908]
La1 O3 Ti1,62,<i>Pnma</i>,SM,ES,Plane,[],"[8146, 20901, 63571, 63572, 63573, 63574, 63575, 98414]"
La1 O3 Tm1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[241520, 419665]"
La1 O4 Pd2,88,<i>I</i>4<sub>1</sub>/<i>a</i>,SM,ESFD,Point,[],[79340]
La1 O4 Sb1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[194550]
La1 O4 Ta1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],"[20043, 173630, 238800, 415429]"
La1 O4 Ta1,36,<i>Cmc</i>2<sub>1</sub>,trivial,LCEBR,None,[],"[26435, 97688, 173631, 238801, 238802, 238803]"
La1 P1 Pd1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 5}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 11}]","[54248, 57405]"
La1 P1 Pt1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[417912]
La1 P1 Rh1,109,<i>I</i>4<sub>1</sub><i>md</i>,SM,ESFD,Point,[],[193887]
La1 P2 Pd2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[30838]
La1 P2 Rh2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[641632]
La1 P2 Ru2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[40795]
La1 Pd3 S4,223,<i>Pm</i>-3<i>n</i>,SM,ESFD,Point,[],"[61031, 84665]"
La1 Rb1 S2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],"[81394, 185320]"
La1 S3 Sc1,33,<i>Pna</i>2<sub>1</sub>,trivial,LCEBR,None,[],[641844]
La1 S6 Tm3,11,<i>P</i>2<sub>1</sub>/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[641868]
La2 Mo1 O5,87,<i>I</i>4/<i>m</i>,trivial,LCEBR,None,[],[251684]
